1.448303e+01	4.002584e-01	7.876322e-02	1	1.672110e+01	4.420000e-06	1.692269e+01	0.000000e+00	1.692269e+01	-2.900000e-02	1.696936e+01	0.000000e+00	1.696936e+01	-1.900000e-02	1.701674e+01	1.040000e+03	1.701674e+01	9.921051e+02	1.676764e+01	1.620000e-03	1.682886e+01	2.410000e-02	1.687502e+01	1.280000e-03	2.348477e+01	3.489690e-12	2.355877e+01	6.978127e-15	2.363376e+01	2.386299e-11	2.381476e+01	4.651974e-10	2.388975e+01	1.012040e-10	2.396375e+01	7.074105e-12	2.403875e+01	5.354526e-13	
1.463963e+01	4.004265e-01	7.877009e-02	1	1.720518e+01	4.420000e-06	1.740845e+01	0.000000e+00	1.740845e+01	-2.900000e-02	1.745587e+01	0.000000e+00	1.745587e+01	-1.900000e-02	1.750225e+01	1.040000e+03	1.750225e+01	9.921317e+02	1.725248e+01	1.620000e-03	1.729932e+01	2.410000e-02	1.736133e+01	1.280000e-03	2.415377e+01	3.480970e-12	2.422877e+01	1.644290e-16	2.430277e+01	2.367815e-11	2.448476e+01	4.646392e-10	2.455976e+01	1.014701e-10	2.463376e+01	7.037440e-12	2.470875e+01	5.084594e-13	
1.476983e+01	4.003424e-01	7.877696e-02	1	1.769002e+01	4.420000e-06	1.787777e+01	0.000000e+00	1.787777e+01	-2.900000e-02	1.792475e+01	0.000000e+00	1.792475e+01	-1.900000e-02	1.797111e+01	1.040000e+03	1.797111e+01	9.920651e+02	1.773706e+01	1.620000e-03	1.778299e+01	2.410000e-02	1.783047e+01	1.280000e-03	2.482377e+01	3.476588e-12	2.489877e+01	2.143253e-14	2.497277e+01	2.377301e-11	2.515476e+01	4.671945e-10	2.522876e+01	1.022231e-10	2.530376e+01	7.066268e-12	2.537775e+01	5.431354e-13	
1.492383e+01	4.004341e-01	7.875711e-02	1	1.815800e+01	4.420000e-06	1.834314e+01	0.000000e+00	1.834314e+01	-2.900000e-02	1.838943e+01	0.000000e+00	1.838943e+01	-1.900000e-02	1.843511e+01	1.040000e+03	1.843511e+01	9.921184e+02	1.820417e+01	1.620000e-03	1.825049e+01	2.410000e-02	1.829683e+01	1.280000e-03	2.549337e+01	3.484392e-12	2.556837e+01	7.488420e-16	2.564237e+01	2.374520e-11	2.582436e+01	4.652428e-10	2.589835e+01	1.012290e-10	2.597335e+01	7.035225e-12	2.604735e+01	5.296044e-13	
1.506503e+01	4.003348e-01	7.877047e-02	1	1.862173e+01	4.420000e-06	1.880835e+01	0.000000e+00	1.880835e+01	-2.900000e-02	1.885514e+01	0.000000e+00	1.885514e+01	-1.900000e-02	1.890210e+01	1.040000e+03	1.890210e+01	9.921051e+02	1.866930e+01	1.620000e-03	1.871504e+01	2.410000e-02	1.876175e+01	1.280000e-03	2.616334e+01	3.473956e-12	2.623734e+01	2.178894e-15	2.631233e+01	2.357784e-11	2.649332e+01	4.653498e-10	2.656832e+01	1.016972e-10	2.664232e+01	7.082493e-12	2.671731e+01	5.406649e-13	
1.521703e+01	4.004303e-01	7.877734e-02	1	1.908845e+01	4.420000e-06	1.929319e+01	0.000000e+00	1.929319e+01	-2.900000e-02	1.934106e+01	0.000000e+00	1.934106e+01	-1.900000e-02	1.938838e+01	1.040000e+03	1.938838e+01	9.921184e+02	1.915105e+01	1.620000e-03	1.919827e+01	2.420000e-02	1.924589e+01	1.280000e-03	2.683355e+01	3.475159e-12	2.690755e+01	1.188671e-14	2.698255e+01	2.360533e-11	2.716354e+01	4.660534e-10	2.723854e+01	1.017497e-10	2.731254e+01	7.077102e-12	2.738753e+01	5.376720e-13	
1.537363e+01	4.003883e-01	7.877582e-02	1	1.957305e+01	4.420000e-06	1.977414e+01	0.000000e+00	1.977414e+01	-2.900000e-02	1.982116e+01	0.000000e+00	1.982116e+01	-1.900000e-02	1.986770e+01	1.040000e+03	1.986770e+01	9.921051e+02	1.961905e+01	1.620000e-03	1.966592e+01	2.420000e-02	1.972738e+01	1.280000e-03	2.750205e+01	3.464965e-12	2.757704e+01	1.434505e-14	2.765104e+01	2.362409e-11	2.783303e+01	4.650436e-10	2.790802e+01	1.014265e-10	2.798202e+01	7.045719e-12	2.805701e+01	5.404543e-13	
1.553023e+01	4.003462e-01	7.877430e-02	1	2.005556e+01	4.420000e-06	2.024414e+01	0.000000e+00	2.024414e+01	-2.900000e-02	2.029111e+01	0.000000e+00	2.029111e+01	-1.900000e-02	2.033844e+01	1.040000e+03	2.033844e+01	9.921051e+02	2.010194e+01	1.620000e-03	2.014982e+01	2.420000e-02	2.019781e+01	1.280000e-03	2.817201e+01	3.461474e-12	2.824700e+01	1.827354e-14	2.832100e+01	2.359410e-11	2.850299e+01	4.660954e-10	2.857698e+01	1.021601e-10	2.865198e+01	7.018219e-12	2.872598e+01	5.362180e-13	
1.567063e+01	4.004112e-01	7.876093e-02	1	2.052629e+01	4.420000e-06	2.073011e+01	0.000000e+00	2.073011e+01	-2.900000e-02	2.077638e+01	0.000000e+00	2.077638e+01	-1.900000e-02	2.082408e+01	1.040000e+03	2.082408e+01	9.921051e+02	2.058827e+01	1.620000e-03	2.063626e+01	2.420000e-02	2.068348e+01	1.280000e-03	2.884243e+01	3.504942e-12	2.891742e+01	7.018628e-15	2.899142e+01	2.363556e-11	2.917341e+01	4.675199e-10	2.924741e+01	1.019797e-10	2.932241e+01	7.058999e-12	2.939640e+01	5.396403e-13	
1.584183e+01	4.004265e-01	7.875940e-02	1	2.100832e+01	4.420000e-06	2.121191e+01	0.000000e+00	2.121191e+01	-2.900000e-02	2.125897e+01	0.000000e+00	2.125897e+01	-1.900000e-02	2.130593e+01	1.040000e+03	2.130593e+01	9.921051e+02	2.107205e+01	1.620000e-03	2.111825e+01	2.420000e-02	2.116491e+01	1.280000e-03	2.951160e+01	3.489135e-12	2.958560e+01	1.061093e-16	2.966059e+01	2.353052e-11	2.984158e+01	4.642397e-10	2.991658e+01	1.016088e-10	2.999057e+01	7.054434e-12	3.006557e+01	5.296166e-13	
1.596903e+01	4.004074e-01	7.876094e-02	1	2.149439e+01	4.420000e-06	2.168070e+01	0.000000e+00	2.168070e+01	-2.900000e-02	2.172919e+01	0.000000e+00	2.172919e+01	-2.000000e-02	2.177623e+01	1.040000e+03	2.177623e+01	9.921051e+02	2.154161e+01	1.620000e-03	2.158772e+01	2.420000e-02	2.163415e+01	1.280000e-03	3.018240e+01	3.468428e-12	3.025639e+01	8.792516e-16	3.033139e+01	2.343186e-11	3.051238e+01	4.683777e-10	3.058738e+01	1.021728e-10	3.066138e+01	7.063243e-12	3.073637e+01	5.332575e-13	
1.612403e+01	4.003348e-01	7.874796e-02	1	2.196417e+01	4.420000e-06	2.215277e+01	0.000000e+00	2.215277e+01	-2.900000e-02	2.220082e+01	0.000000e+00	2.220082e+01	-2.000000e-02	2.224767e+01	1.040000e+03	2.224767e+01	9.921317e+02	2.201175e+01	1.620000e-03	2.205919e+01	2.430000e-02	2.210641e+01	1.280000e-03	3.085137e+01	3.473920e-12	3.092637e+01	1.371730e-15	3.100036e+01	2.348350e-11	3.118235e+01	4.669642e-10	3.125735e+01	1.014552e-10	3.133135e+01	7.044030e-12	3.140635e+01	5.452131e-13	
1.629703e+01	4.003042e-01	7.874796e-02	1	2.242902e+01	4.420000e-06	2.262900e+01	0.000000e+00	2.262900e+01	-2.900000e-02	2.268890e+01	0.000000e+00	2.268890e+01	-2.000000e-02	2.272887e+01	1.040000e+03	2.272887e+01	9.921184e+02	2.246898e+01	1.620000e-03	2.252886e+01	2.430000e-02	2.258904e+01	1.280000e-03	3.151721e+01	3.473818e-12	3.159220e+01	1.135616e-14	3.166619e+01	2.342986e-11	3.184815e+01	4.683596e-10	3.192214e+01	1.019745e-10	3.199713e+01	6.994325e-12	3.207112e+01	5.348086e-13	
1.645343e+01	4.003424e-01	7.877620e-02	1	2.291882e+01	4.420000e-06	2.313865e+01	0.000000e+00	2.313865e+01	-2.900000e-02	2.318846e+01	0.000000e+00	2.318846e+01	-2.000000e-02	2.324816e+01	1.040000e+03	2.324816e+01	9.921184e+02	2.297874e+01	1.620000e-03	2.303849e+01	2.430000e-02	2.307874e+01	1.280000e-03	3.219136e+01	3.469262e-12	3.226636e+01	6.232930e-15	3.234035e+01	2.340857e-11	3.252235e+01	4.670654e-10	3.259634e+01	1.013824e-10	3.267134e+01	7.045755e-12	3.274534e+01	5.366838e-13	
1.660823e+01	4.003424e-01	7.876819e-02	1	2.342168e+01	4.420000e-06	2.361008e+01	0.000000e+00	2.361008e+01	-2.900000e-02	2.365737e+01	0.000000e+00	2.365737e+01	-2.000000e-02	2.370413e+01	1.040000e+03	2.370413e+01	9.921184e+02	2.346833e+01	1.620000e-03	2.351602e+01	2.430000e-02	2.356301e+01	1.280000e-03	3.286133e+01	3.451308e-12	3.293533e+01	2.084123e-14	3.301033e+01	2.334705e-11	3.319132e+01	4.689196e-10	3.326632e+01	1.020830e-10	3.334031e+01	7.062276e-12	3.341531e+01	5.375870e-13	
1.676583e+01	4.004226e-01	7.875749e-02	1	2.390700e+01	4.420000e-06	2.410938e+01	0.000000e+00	2.410938e+01	-2.900000e-02	2.415625e+01	0.000000e+00	2.415625e+01	-1.900000e-02	2.420276e+01	1.040000e+03	2.420276e+01	9.920917e+02	2.395391e+01	1.620000e-03	2.400084e+01	2.430000e-02	2.406281e+01	1.280000e-03	3.353077e+01	3.469590e-12	3.360477e+01	1.879195e-15	3.367976e+01	2.334478e-11	3.386075e+01	4.641057e-10	3.393575e+01	1.019909e-10	3.400974e+01	7.054896e-12	3.408474e+01	5.335613e-13	
1.689063e+01	4.003730e-01	7.877811e-02	1	2.439244e+01	4.420000e-06	2.458010e+01	0.000000e+00	2.458010e+01	-2.900000e-02	2.462597e+01	0.000000e+00	2.462597e+01	-1.900000e-02	2.467275e+01	1.040000e+03	2.467275e+01	9.920917e+02	2.443914e+01	1.620000e-03	2.448623e+01	2.430000e-02	2.453264e+01	1.280000e-03	3.419955e+01	3.469569e-12	3.427454e+01	1.696948e-15	3.434854e+01	2.328391e-11	3.453053e+01	4.656439e-10	3.460552e+01	1.009680e-10	3.467952e+01	7.034626e-12	3.475451e+01	5.226870e-13	
1.706303e+01	4.003042e-01	7.876704e-02	1	2.485917e+01	4.420000e-06	2.504796e+01	0.000000e+00	2.504796e+01	-2.900000e-02	2.509492e+01	0.000000e+00	2.509492e+01	-1.900000e-02	2.514217e+01	1.040000e+03	2.514217e+01	9.921051e+02	2.490574e+01	1.620000e-03	2.495359e+01	2.440000e-02	2.500031e+01	1.280000e-03	3.486951e+01	3.453491e-12	3.494450e+01	7.472227e-15	3.501850e+01	2.316883e-11	3.520049e+01	4.648236e-10	3.527448e+01	1.008812e-10	3.534948e+01	7.051757e-12	3.542347e+01	5.356551e-13	
1.723283e+01	4.003883e-01	7.878612e-02	1	2.531438e+01	4.410000e-06	2.551758e+01	0.000000e+00	2.551758e+01	-2.900000e-02	2.556405e+01	0.000000e+00	2.556405e+01	-1.900000e-02	2.561045e+01	1.040000e+03	2.561045e+01	9.921051e+02	2.536146e+01	1.620000e-03	2.540826e+01	2.440000e-02	2.547120e+01	1.280000e-03	3.554019e+01	3.465576e-12	3.561519e+01	6.921428e-15	3.568919e+01	2.316891e-11	3.587118e+01	4.681329e-10	3.594518e+01	1.014740e-10	3.602018e+01	7.013234e-12	3.609417e+01	5.363679e-13	
1.738683e+01	4.003883e-01	7.877620e-02	1	2.581346e+01	4.420000e-06	2.600105e+01	0.000000e+00	2.600105e+01	-2.900000e-02	2.604777e+01	0.000000e+00	2.604777e+01	-1.900000e-02	2.609497e+01	1.040000e+03	2.609497e+01	9.921051e+02	2.586023e+01	1.620000e-03	2.590713e+01	2.440000e-02	2.595420e+01	1.280000e-03	3.620533e+01	3.453005e-12	3.627932e+01	1.108481e-14	3.635431e+01	2.308027e-11	3.653527e+01	4.659140e-10	3.661026e+01	1.016599e-10	3.668425e+01	7.052567e-12	3.675924e+01	5.245905e-13	
1.754123e+01	4.003959e-01	7.876704e-02	1	2.628163e+01	4.410000e-06	2.646973e+01	0.000000e+00	2.646973e+01	-2.900000e-02	2.651618e+01	0.000000e+00	2.651618e+01	-2.000000e-02	2.656260e+01	1.040000e+03	2.656260e+01	9.921051e+02	2.632846e+01	1.620000e-03	2.637571e+01	2.440000e-02	2.642252e+01	1.280000e-03	3.687963e+01	3.444399e-12	3.695363e+01	1.339735e-14	3.702862e+01	2.314442e-11	3.720961e+01	4.700817e-10	3.728461e+01	1.015949e-10	3.735861e+01	7.057715e-12	3.743360e+01	5.327350e-13	
1.769783e+01	4.004150e-01	7.875483e-02	1	2.674955e+01	4.410000e-06	2.697022e+01	0.000000e+00	2.697022e+01	-2.900000e-02	2.701331e+01	0.000000e+00	2.701331e+01	-2.000000e-02	2.706000e+01	1.040000e+03	2.706000e+01	9.921184e+02	2.681211e+01	1.620000e-03	2.685831e+01	2.440000e-02	2.692016e+01	1.280000e-03	3.754860e+01	3.425408e-12	3.762359e+01	2.992943e-15	3.769759e+01	2.305308e-11	3.787958e+01	4.667491e-10	3.795457e+01	1.008534e-10	3.802857e+01	7.044782e-12	3.810357e+01	5.162719e-13	
1.785323e+01	4.003653e-01	7.876704e-02	1	2.724528e+01	4.420000e-06	2.744846e+01	0.000000e+00	2.744846e+01	-2.900000e-02	2.749516e+01	0.000000e+00	2.749516e+01	-1.900000e-02	2.754252e+01	1.040000e+03	2.754252e+01	9.921184e+02	2.730741e+01	1.620000e-03	2.735380e+01	2.440000e-02	2.740167e+01	1.280000e-03	3.821870e+01	3.439580e-12	3.829370e+01	1.703424e-14	3.836769e+01	2.304206e-11	3.854968e+01	4.660369e-10	3.862368e+01	1.022292e-10	3.869868e+01	7.063911e-12	3.877267e+01	5.410700e-13	
1.805523e+01	4.003271e-01	7.875559e-02	1	2.773082e+01	4.410000e-06	2.793454e+01	0.000000e+00	2.793454e+01	-2.900000e-02	2.798058e+01	0.000000e+00	2.798058e+01	-1.900000e-02	2.802642e+01	1.040000e+03	2.802642e+01	9.921184e+02	2.777772e+01	1.620000e-03	2.782414e+01	2.440000e-02	2.788652e+01	1.280000e-03	3.888910e+01	3.444189e-12	3.896410e+01	3.450584e-16	3.903810e+01	2.306298e-11	3.922009e+01	4.646243e-10	3.929408e+01	1.013480e-10	3.936908e+01	7.020374e-12	3.944308e+01	5.347114e-13	
1.821163e+01	4.003730e-01	7.873765e-02	1	2.821380e+01	4.410000e-06	2.840058e+01	0.000000e+00	2.840058e+01	-2.900000e-02	2.844799e+01	0.000000e+00	2.844799e+01	-1.900000e-02	2.847919e+01	1.040000e+03	2.847919e+01	9.921051e+02	2.826060e+01	1.620000e-03	2.830710e+01	2.450000e-02	2.835272e+01	1.280000e-03	3.955907e+01	3.446238e-12	3.963307e+01	3.134692e-15	3.970807e+01	2.302545e-11	3.988906e+01	4.645293e-10	3.996406e+01	1.009759e-10	4.003806e+01	7.050044e-12	4.011305e+01	5.277536e-13	
1.835523e+01	4.003004e-01	7.875406e-02	1	2.866550e+01	4.410000e-06	2.885503e+01	0.000000e+00	2.885503e+01	-2.900000e-02	2.889990e+01	0.000000e+00	2.889990e+01	-1.900000e-02	2.894629e+01	1.040000e+03	2.894629e+01	9.921051e+02	2.871300e+01	1.620000e-03	2.876030e+01	2.450000e-02	2.880751e+01	1.280000e-03	4.022866e+01	3.459161e-12	4.030265e+01	2.401643e-15	4.037765e+01	2.291613e-11	4.055864e+01	4.667607e-10	4.063364e+01	1.018562e-10	4.070763e+01	7.038149e-12	4.078263e+01	5.309409e-13	
1.850963e+01	4.004723e-01	7.878003e-02	1	2.913307e+01	4.410000e-06	2.935282e+01	0.000000e+00	2.935282e+01	-2.900000e-02	2.939934e+01	0.000000e+00	2.939934e+01	-1.900000e-02	2.944668e+01	1.040000e+03	2.944668e+01	9.921051e+02	2.919729e+01	1.620000e-03	2.925869e+01	2.450000e-02	2.930546e+01	1.280000e-03	4.089814e+01	3.444937e-12	4.097313e+01	3.604515e-16	4.104713e+01	2.284458e-11	4.122913e+01	4.653487e-10	4.130412e+01	1.015496e-10	4.137812e+01	7.045731e-12	4.145312e+01	5.456180e-13	
1.866303e+01	4.003615e-01	7.877468e-02	1	2.963518e+01	4.410000e-06	2.982405e+01	0.000000e+00	2.982405e+01	-2.900000e-02	2.988648e+01	0.000000e+00	2.988648e+01	-2.000000e-02	2.993342e+01	1.040000e+03	2.993342e+01	9.921051e+02	2.968245e+01	1.620000e-03	2.972974e+01	2.450000e-02	2.977643e+01	1.280000e-03	4.156781e+01	3.434643e-12	4.164280e+01	1.802241e-16	4.171680e+01	2.285327e-11	4.189879e+01	4.666810e-10	4.197279e+01	1.014125e-10	4.204779e+01	7.012950e-12	4.212178e+01	5.236914e-13	
1.881883e+01	4.002622e-01	7.877047e-02	1	3.012305e+01	4.410000e-06	3.032619e+01	0.000000e+00	3.032619e+01	-2.900000e-02	3.037213e+01	0.000000e+00	3.037213e+01	-2.000000e-02	3.041996e+01	1.040000e+03	3.041996e+01	9.921184e+02	3.018534e+01	1.620000e-03	3.023320e+01	2.450000e-02	3.027966e+01	1.280000e-03	4.223778e+01	3.429616e-12	4.231277e+01	7.654468e-16	4.238677e+01	2.280863e-11	4.256876e+01	4.672144e-10	4.264276e+01	1.016767e-10	4.271776e+01	7.052960e-12	4.279175e+01	5.250643e-13	
1.897443e+01	4.003424e-01	7.876474e-02	1	3.059130e+01	4.410000e-06	3.081087e+01	0.000000e+00	3.081087e+01	-2.900000e-02	3.085811e+01	0.000000e+00	3.085811e+01	-1.900000e-02	3.090498e+01	1.040000e+03	3.090498e+01	9.921451e+02	3.063849e+01	1.620000e-03	3.070085e+01	2.450000e-02	3.076401e+01	1.280000e-03	4.290685e+01	3.433966e-12	4.298084e+01	3.045587e-16	4.305584e+01	2.284840e-11	4.323682e+01	4.684136e-10	4.331182e+01	1.018973e-10	4.338581e+01	7.061911e-12	4.346081e+01	5.372872e-13	
1.913083e+01	4.004418e-01	7.878078e-02	1	3.109066e+01	4.410000e-06	3.129277e+01	0.000000e+00	3.129277e+01	-2.900000e-02	3.134001e+01	0.000000e+00	3.134001e+01	-1.900000e-02	3.138526e+01	1.040000e+03	3.138526e+01	9.921317e+02	3.113746e+01	1.620000e-03	3.118402e+01	2.460000e-02	3.123067e+01	1.280000e-03	4.357750e+01	3.430896e-12	4.365150e+01	1.296805e-14	4.372650e+01	2.274994e-11	4.390749e+01	4.665273e-10	4.398248e+01	1.020443e-10	4.405648e+01	7.042252e-12	4.413148e+01	5.234929e-13	
1.928843e+01	4.003959e-01	7.876780e-02	1	3.157288e+01	4.410000e-06	3.176054e+01	0.000000e+00	3.176054e+01	-2.900000e-02	3.180763e+01	0.000000e+00	3.180763e+01	-1.900000e-02	3.185552e+01	1.040000e+03	3.185552e+01	9.921584e+02	3.161979e+01	1.620000e-03	3.166645e+01	2.460000e-02	3.171382e+01	1.280000e-03	4.424647e+01	3.428187e-12	4.432147e+01	1.600959e-14	4.439546e+01	2.279124e-11	4.457745e+01	4.661169e-10	4.465245e+01	1.012820e-10	4.472645e+01	7.051854e-12	4.480144e+01	5.214801e-13	
1.946203e+01	4.029861e-01	7.934878e-02	1	3.204276e+01	4.410000e-06	3.224626e+01	0.000000e+00	3.224626e+01	-2.900000e-02	3.229533e+01	0.000000e+00	3.229533e+01	-1.900000e-02	3.234251e+01	1.040000e+03	3.234251e+01	9.921184e+02	3.209025e+01	1.620000e-03	3.215305e+01	2.460000e-02	3.220008e+01	1.280000e-03	4.491669e+01	3.417871e-12	4.499169e+01	3.734088e-15	4.506569e+01	2.265182e-11	4.524768e+01	4.657371e-10	4.532167e+01	1.019342e-10	4.539667e+01	7.095485e-12	4.547067e+01	5.328565e-13	
1.961763e+01	4.060195e-01	7.989350e-02	1	3.253230e+01	4.410000e-06	3.275200e+01	0.000000e+00	3.275200e+01	-2.900000e-02	3.280223e+01	0.000000e+00	3.280223e+01	-1.900000e-02	3.286204e+01	1.040000e+03	3.286204e+01	9.921317e+02	3.259230e+01	1.620000e-03	3.265236e+01	2.460000e-02	3.271205e+01	1.280000e-03	4.558697e+01	3.427458e-12	4.566197e+01	1.037201e-14	4.573597e+01	2.268601e-11	4.591796e+01	4.672304e-10	4.599196e+01	1.011888e-10	4.606696e+01	7.092274e-12	4.614095e+01	5.289321e-13	
1.977443e+01	4.091981e-01	8.048554e-02	1	3.304202e+01	4.410000e-06	3.326201e+01	0.000000e+00	3.326201e+01	-2.900000e-02	3.330196e+01	0.000000e+00	3.330196e+01	-1.900000e-02	3.335232e+01	1.040000e+03	3.335232e+01	9.921184e+02	3.310201e+01	1.620000e-03	3.316186e+01	2.460000e-02	3.320203e+01	1.280000e-03	4.625695e+01	3.413647e-12	4.633095e+01	8.419921e-15	4.640594e+01	2.279135e-11	4.658694e+01	4.667300e-10	4.666193e+01	1.022981e-10	4.673593e+01	7.067868e-12	4.681093e+01	5.508911e-13	
1.991863e+01	4.120443e-01	8.106270e-02	1	3.354755e+01	4.410000e-06	3.375235e+01	0.000000e+00	3.375235e+01	-2.900000e-02	3.379859e+01	0.000000e+00	3.379859e+01	-1.900000e-02	3.384523e+01	1.040000e+03	3.384523e+01	9.921184e+02	3.359476e+01	1.620000e-03	3.365841e+01	2.460000e-02	3.370556e+01	1.280000e-03	4.692631e+01	3.429374e-12	4.700031e+01	1.854895e-15	4.707530e+01	2.254459e-11	4.725629e+01	4.668305e-10	4.733129e+01	1.016831e-10	4.740529e+01	7.014291e-12	4.748028e+01	5.660016e-13	
2.004063e+01	4.144206e-01	8.152535e-02	1	3.403132e+01	4.410000e-06	3.423508e+01	0.000000e+00	3.423508e+01	-2.900000e-02	3.428120e+01	0.000000e+00	3.428120e+01	-1.900000e-02	3.432798e+01	1.040000e+03	3.432798e+01	9.921184e+02	3.407933e+01	1.620000e-03	3.412662e+01	2.470000e-02	3.418863e+01	1.280000e-03	4.759177e+01	3.413481e-12	4.766676e+01	1.091066e-14	4.774075e+01	2.260228e-11	4.792273e+01	4.662025e-10	4.799772e+01	1.016084e-10	4.807171e+01	7.053915e-12	4.814670e+01	5.773578e-13	
2.019343e+01	4.175839e-01	8.227772e-02	1	3.451504e+01	4.410000e-06	3.470124e+01	0.000000e+00	3.470124e+01	-2.900000e-02	3.474792e+01	0.000000e+00	3.474792e+01	-1.900000e-02	3.479504e+01	1.040000e+03	3.479504e+01	9.920384e+02	3.456064e+01	1.620000e-03	3.460763e+01	2.470000e-02	3.465406e+01	1.280000e-03	4.826535e+01	3.415332e-12	4.834035e+01	5.706427e-16	4.841435e+01	2.255744e-11	4.859634e+01	4.669938e-10	4.867034e+01	1.019933e-10	4.874533e+01	7.108935e-12	4.881933e+01	5.855914e-13	
2.035083e+01	4.207509e-01	8.277549e-02	1	3.498302e+01	4.410000e-06	3.517247e+01	0.000000e+00	3.517247e+01	-2.900000e-02	3.521922e+01	0.000000e+00	3.521922e+01	-1.900000e-02	3.526652e+01	1.040000e+03	3.526652e+01	9.921051e+02	3.503042e+01	1.620000e-03	3.507867e+01	2.470000e-02	3.512518e+01	1.280000e-03	4.893532e+01	3.417624e-12	4.901032e+01	4.199837e-15	4.908432e+01	2.256056e-11	4.926631e+01	4.622969e-10	4.934030e+01	1.014899e-10	4.941530e+01	7.032965e-12	4.948930e+01	6.072588e-13	
2.050743e+01	4.237614e-01	8.338013e-02	1	3.543958e+01	4.410000e-06	3.565864e+01	0.000000e+00	3.565864e+01	-2.900000e-02	3.570518e+01	0.000000e+00	3.570518e+01	-1.900000e-02	3.575127e+01	1.040000e+03	3.575127e+01	9.921051e+02	3.550006e+01	1.620000e-03	3.556351e+01	2.470000e-02	3.561092e+01	1.280000e-03	4.960596e+01	3.415259e-12	4.967996e+01	1.325560e-14	4.975495e+01	2.255910e-11	4.993595e+01	4.684054e-10	5.001094e+01	1.013885e-10	5.008494e+01	7.090847e-12	5.015994e+01	5.882239e-13	
2.066283e+01	4.270775e-01	8.404966e-02	1	3.594045e+01	4.410000e-06	3.612718e+01	0.000000e+00	3.612718e+01	-2.900000e-02	3.617508e+01	0.000000e+00	3.617508e+01	-1.900000e-02	3.622190e+01	1.040000e+03	3.622190e+01	9.921051e+02	3.598742e+01	1.620000e-03	3.603418e+01	2.470000e-02	3.608048e+01	1.280000e-03	5.027433e+01	3.423651e-12	5.034833e+01	1.343380e-14	5.042332e+01	2.260985e-11	5.060431e+01	4.661931e-10	5.067931e+01	1.020623e-10	5.075330e+01	7.081047e-12	5.082830e+01	5.845789e-13	
2.082143e+01	4.299352e-01	8.460583e-02	1	3.641119e+01	4.410000e-06	3.662552e+01	0.000000e+00	3.662552e+01	-2.900000e-02	3.667579e+01	0.000000e+00	3.667579e+01	-1.900000e-02	3.672547e+01	1.040000e+03	3.672547e+01	9.921317e+02	3.647416e+01	1.620000e-03	3.651579e+01	2.470000e-02	3.657579e+01	1.280000e-03	5.093996e+01	3.407990e-12	5.101495e+01	6.682478e-15	5.108895e+01	2.247192e-11	5.127092e+01	4.685315e-10	5.134591e+01	1.015725e-10	5.141990e+01	7.055617e-12	5.149489e+01	5.845992e-13	
2.097723e+01	4.333277e-01	8.533874e-02	1	3.691540e+01	4.410000e-06	3.714544e+01	0.000000e+00	3.714544e+01	-2.900000e-02	3.718538e+01	0.000000e+00	3.718538e+01	-2.000000e-02	3.724540e+01	1.040000e+03	3.724540e+01	9.921317e+02	3.697555e+01	1.620000e-03	3.703530e+01	2.480000e-02	3.708528e+01	1.280000e-03	5.160988e+01	3.429608e-12	5.168487e+01	3.207587e-16	5.175886e+01	2.249190e-11	5.194083e+01	4.673738e-10	5.201482e+01	1.018263e-10	5.208981e+01	7.081561e-12	5.216380e+01	5.953802e-13	
2.111983e+01	4.360975e-01	8.577809e-02	1	3.742509e+01	4.410000e-06	3.761777e+01	0.000000e+00	3.761777e+01	-2.900000e-02	3.766503e+01	0.000000e+00	3.766503e+01	-1.900000e-02	3.771192e+01	1.040000e+03	3.771192e+01	9.921317e+02	3.747646e+01	1.620000e-03	3.752368e+01	2.480000e-02	3.757116e+01	1.270000e-03	5.228446e+01	3.386403e-12	5.235945e+01	7.403375e-15	5.243345e+01	2.239549e-11	5.261544e+01	4.664141e-10	5.268944e+01	1.013363e-10	5.276444e+01	7.039781e-12	5.283843e+01	5.717445e-13	
2.127623e+01	4.394250e-01	8.655185e-02	1	3.788438e+01	4.410000e-06	3.810415e+01	0.000000e+00	3.810415e+01	-2.900000e-02	3.815079e+01	0.000000e+00	3.815079e+01	-1.900000e-02	3.819723e+01	1.040000e+03	3.819723e+01	9.921317e+02	3.794710e+01	1.620000e-03	3.799443e+01	2.480000e-02	3.805777e+01	1.270000e-03	5.295012e+01	3.408504e-12	5.302411e+01	1.014522e-14	5.309910e+01	2.236715e-11	5.328008e+01	4.669577e-10	5.335507e+01	1.013800e-10	5.342906e+01	7.074907e-12	5.350405e+01	5.498948e-13	
2.141163e+01	4.420344e-01	8.698586e-02	1	3.838511e+01	4.410000e-06	3.857274e+01	0.000000e+00	3.857274e+01	-2.900000e-02	3.860413e+01	0.000000e+00	3.860413e+01	-2.000000e-02	3.865104e+01	1.040000e+03	3.865104e+01	9.921317e+02	3.843106e+01	1.620000e-03	3.847837e+01	2.480000e-02	3.852594e+01	1.280000e-03	5.362004e+01	3.409994e-12	5.369403e+01	1.073248e-15	5.376902e+01	2.232851e-11	5.395000e+01	4.678466e-10	5.402499e+01	1.021022e-10	5.409898e+01	7.050768e-12	5.417397e+01	5.381012e-13	
